PNaLTW50fxM_60.000_70.000.wav	0	0	Truck
WdubBeFntYQ_460.000_470.000.wav	0	0	Truck
kr8ssbrDDMY_30.000_40.000.wav	0	0	Truck
n4o1r8Ai66o_30.000_40.000.wav	0	0	Truck
pt-J_L-OFI8_0.000_10.000.wav	0	0	Truck
tuplsUUDXKw_30.000_40.000.wav	0	0	Truck
yk5LqHTtHLo_30.000_40.000.wav	0	0	Truck
9N1iw5Vdim8_20.000_30.000.wav	0	0	Motorcycle
ANWU9Hiy_5k_40.000_50.000.wav	0	0	Motorcycle
BTNz6NftP34_30.000_40.000.wav	0	0	Motorcycle
-BaVEk1zS2g_50.000_60.000.wav	0	0	Train
3RfrTU1p5SA_500.000_510.000.wav	0	0	Train
3YJewEC-NWo_30.000_40.000.wav	0	0	Train
53oq_Otm_XI_30.000_40.000.wav	0	0	Train
7W_kcu0CJqI_310.000_320.000.wav	0	0	Train
AFhll08KM98_30.000_40.000.wav	0	0	Train
APsvUzw7bWA_60.000_70.000.wav	0	0	Train
LzcNa3HvD7c_30.000_40.000.wav	0	0	Train
WDn851XbWTk_30.000_40.000.wav	0	0	Train
Zy0goYEHPHU_30.000_40.000.wav	0	0	Train
hVvtTC9AmNs_30.000_40.000.wav	0	0	Train
hdYQzH2E-e4_310.000_320.000.wav	0	0	Train
pW5SI1ZKUpA_30.000_40.000.wav	0	0	Train
z5uKFGeTtNg_30.000_40.000.wav	0	0	Train
1BgqrhbyRFw_30.000_40.000.wav	0	0	Car
2fi0m8ei_B4_30.000_40.000.wav	0	0	Car
3YChVhqW42E_130.000_140.000.wav	0	0	Car
B3SkK0wuOhY_130.000_140.000.wav	0	0	Car
HHlb-h2Pc7o_30.000_40.000.wav	0	0	Car
NoPbk9fy6uw_10.000_20.000.wav	0	0	Car
02Ak1eIyj3M_30.000_40.000.wav	0	0	Civil defense siren
0N0C0Wbe6AI_30.000_40.000.wav	0	0	Ambulance (siren)
2-h8MRSRvEg_30.000_40.000.wav	0	0	Ambulance (siren)
6rXgD5JlYxY_30.000_40.000.wav	0	0	Ambulance (siren)
8DaEd5KbnnA_80.000_90.000.wav	0	0	Fire engine, fire truck (siren)
